Sno,Candidate?,Constituency,Party,Criminal Case,Education,Total Assets,Liabilities
6802,SUKHRAJ DINKAR,Machhlishahr,RSP,0,Post Graduate,"Rs 8,42,000",Rs 0
6803,SUKHVEER,Gautam Budhha Nagar,IND,0,Not Given,"Rs 37,50,000",Rs 0
6804,SUKHVEER SINGH,Lucknow,IND,0,10th Pass,"Rs 71,01,829",Rs 0
6805,SUKHWA URAON,Rajmahal,RKSP,1,12th Pass,"Rs 5,28,240","Rs 13,000"
6806,SUKHWANT SINGH,Khadoor Sahib,IND,0,Not Given,"Rs 20,000",Rs 0
6807,SUKHWINDER KUMAR,Hoshiarpur,BSP,0,Doctorate,"Rs 1,82,84,534","Rs 65,25,649"
6808,SUKHWINDER SINGH,Faridkot,IND,0,10th Pass,"Rs 3,59,000",Rs 0
6809,SUKHWINDER SINGH DANNY,Faridkot,INC,0,Post Graduate,"Rs 2,55,02,656","Rs 35,19,849"
6810,SUKMAN INVATI,Chhindwara,IND,0,Illiterate,"Rs 1,20,000",Rs 0
6811,SUKRIT SHARDA,Gurdaspur,SP,0,Graduate,"Rs 1,79,660",Rs 0
6812,SUKRITI RANJAN BISWAS,Bangaon,RPI(A),0,Graduate,"Rs 10,61,500","Rs 3,75,000"
6813,SUKUMAR.P,Pollachi,IND,0,8th Pass,"Rs 14,10,000","Rs 3,00,000"
6814,SUKUMARAN.E.R,Erode,IND,0,8th Pass,"Rs 9,33,324",Rs 0
6815,SULEMAN,Jhalawar-Baran,IND,1,5th Pass,"Rs 60,000",Rs 0
6816,Suleman Hafiji,Raiganj,CPI(ML)(L),0,10th Pass,"Rs 2,01,500",Rs 0
6817,SULTAN AHMED,Uluberia,AITC,0,Graduate,"Rs 60,26,230","Rs 36,00,555"
6818,SULTAN OSMAN,Kolkata Uttar,IND,0,Graduate,"Rs 39,38,256","Rs 1,00,000"
6819,SUMAN,Amroha,IVD,0,Post Graduate,"Rs 81,985",Rs 0
6820,SUMAN LATA DIXIT,Lucknow,IND,0,Post Graduate,"Rs 18,000","Rs 2,50,000"
6821,SUMAN MAHTO,Jamshedpur,JMM,3,12th Pass,"Rs 49,73,320","Rs 1,11,414"
6822,SUMAN SARKAR,Bardhaman-Durgapur,RDMP,0,12th Pass,"Rs 1,21,000","Rs 1,50,465"
6823,SUMAN SINGH SIKARWAR ADVOCATE,Guna,IND,0,Graduate Professional,"Rs 47,34,000","Rs 2,20,000"
6824,SUMANBHAI NARSINHBHAI GAMIT,Bardoli,IND,0,Literate,"Rs 5,02,132","Rs 3,37,000"
6825,SUMER CHAND,Hardwar,IND,0,Illiterate,"Rs 40,000",Rs 0
6826,SUMIRAK SINGH,Jahanabad,IND,0,8th Pass,"Rs 9,30,000",Rs 0
6827,Sumit Roy,Silchar,IND,0,Graduate,"Rs 22,70,374","Rs 2,63,825"
6828,SUMITRA MAHAJAN (TAI),Indore,BJP,0,Post Graduate,"Rs 79,74,006","Rs 44,29,400"
6829,SUNDAR J,Chennai South,IND,0,Post Graduate,"Rs 11,000",Rs 0
6830,SUNDAR LAL,Rewa,IND,0,Literate,"Rs 6,63,000",Rs 0
6831,Sundar Mohan Majhi,Mayurbhanj,JDP,0,10th Pass,"Rs 2,92,800",Rs 0
6832,SUNDAR TUDU,Rajmahal,BHJAP,0,5th Pass,"Rs 2,26,600",Rs 0
6833,SUNDARAVEL K,Thoothukkudi,IND,0,Not Given,"Rs 60,000",Rs 0
6834,"SUNDARAVIJAYAN, R.",Perambalur,SP,0,Graduate,"Rs 50,000",Rs 0
6835,SUNDER LAL THAPLIYAL,Tehri Garhwal,VVS,0,Graduate,"Rs 1,50,000",Rs 0
6836,SUNDER LAL TIWARI,Rewa,INC,0,Graduate Professional,"Rs 39,73,765","Rs 5,82,137"
6837,SUNDER SINGH,Faridabad,IND,0,Not Given,"Rs 80,000",Rs 0
6838,SUNDER SINGH,Fatehpur Sikri,IND,0,10th Pass,"Rs 7,71,000",Rs 0
6839,SUNDERLAL CHAUDHARI,Satna,IJP,0,Literate,"Rs 2,10,944","Rs 67,500"
6840,SUNEETA DHARIWAL,Kurukshetra,IND,0,Post Graduate,"Rs 49,02,732","Rs 11,15,168"
6841,SUNIL,Nagaur,IND,0,8th Pass,"Rs 19,808","Rs 92,823"
6842,SUNIL,North West Delhi,SP,0,10th Pass,"Rs 1,10,000",Rs 0
6843,SUNIL BHASKAR NAIK,Raigad,IND,0,Others,"Rs 20,80,000","Rs 4,00,000"
6844,SUNIL GAYAPRASAD MISHRA,Nagpur,IND,0,Post Graduate,"Rs 6,53,118",Rs 0
6845,SUNIL KUMAR,Meerut,IND,1,Post Graduate,"Rs 15,000",Rs 0
6846,SUNIL KUMAR,Chandni Chowk,IND,0,10th Pass,"Rs 16,15,000",Rs 0
6847,SUNIL KUMAR,Purnia,IND,0,Graduate,"Rs 10,000",Rs 0
6848,Sunil Kumar Agrawal,Bargarh,BSP,1,12th Pass,"Rs 1,18,84,000","Rs 22,70,000"
6849,SUNIL KUMAR CHOUDHARY,Katihar,IND,0,10th Pass,"Rs 1,84,500",Rs 0
6850,Sunil Kumar Dubey,Buxar,IND,0,10th Pass,"Rs 1,000","Rs 1,53,600"
6851,SUNIL KUMAR KAWADE,Betul,IND,0,12th Pass,"Rs 4,05,000",Rs 0
6852,SUNIL KUMAR SINGH,Pataliputra,IND,0,Post Graduate,"Rs 93,92,726",Rs 0
6853,Sunil Kumar Singh,Surguja,IND,0,Not Given,"Rs 2,50,000","Rs 85,000"
6854,Sunil Murmu,Jhargram,IND,0,8th Pass,Nil,Rs 0
6855,SUNIL PAL,Dum Dum,IND,0,Illiterate,"Rs 2,02,700",Rs 0
6856,SUNIL PATEL,Jabalpur,IND,0,12th Pass,"Rs 1,54,758",Rs 0
6857,SUNIL PRABHU RAMTEKE,Amravati,IND,1,10th Pass,"Rs 41,161","Rs 10,000"
6858,SUNIL SINGH,Sheohar,IND,0,10th Pass,"Rs 7,27,000","Rs 10,000"
6859,SUNIL SOREN,Dumka,BJP,0,12th Pass,"Rs 14,94,554","Rs 7,80,006"
6860,SUNIL YADAV,Gurgaon,SP,0,Graduate,"Rs 28,63,413","Rs 21,06,960"
6861,SUNILBHAI MANUBHAI TRIVEDI,Gandhinagar,MJP,1,Graduate,"Rs 29,63,000","Rs 4,65,000"
6862,SUNILKUMAR,Unnao,IND,0,12th Pass,Nil,Rs 0
6863,SUNITA,Amethi,MAP,0,8th Pass,"Rs 91,000",Rs 0
6864,SUNITA CHAUDHARY,New Delhi,UWF,0,10th Pass,"Rs 11,000","Rs 5,00,000"
6865,SUNITA DEVI,Firozabad,MADP,0,5th Pass,"Rs 10,38,200","Rs 45,000"
6866,SUNITA MOHAN TUPSOUNDARYA,Mumbai North East,IND,0,Graduate,"Rs 7,73,000",Rs 0
6867,SUNITA NETI,Mandla,RDMP,0,Literate,"Rs 30,35,000",Rs 0
6868,SUNITA SINGH,Shahjahanpur,BSP,0,10th Pass,"Rs 5,85,74,867","Rs 18,00,000"
6869,SUNKARA SREENIVAS,Rajampet,BSP,0,Graduate Professional,"Rs 2,13,29,775",Rs 0
6870,Sunny Ponnamattom,Wayanad,IND,0,Post Graduate,"Rs 22,88,900",Rs 0
6871,SUNTHER M S,Thoothukkudi,DMDK,0,Others,"Rs 2,06,57,956","Rs 4,23,805"
6872,SUPRIYA SULE,Baramati,NCP,0,Graduate,"Rs 51,53,63,663",Rs 0
6873,SURAFARAJ AHMAD,Chandauli,IND,2,5th Pass,"Rs 2,80,000",Rs 0
6874,SURAJ BHAN,Faridabad,RJAP,0,8th Pass,"Rs 50,12,16,536",Rs 0
6875,Suraj Deo Singh Khairwar,Surguja,IND,0,Literate,"Rs 45,000",Rs 0
6876,SURAJ MANDAL,Godda,JVD,0,Doctorate,"Rs 32,67,740",Rs 0
6877,SURAJ RAM BAGI,Ghazipur,CPI,0,Graduate,"Rs 10,18,723",Rs 0
6878,SURAJMUKHI GAUTAM,Bulandshahr,UNLP,0,Illiterate,"Rs 2,82,000",Rs 0
6879,Suravaram Sudhakar Reddy,Nalgonda,CPI,0,Graduate Professional,"Rs 37,24,417","Rs 4,29,800"
6880,SUREKHA PEVEKAR,Mumbai North Central,RSPS,0,10th Pass,"Rs 16,000",Rs 0
6881,Surendar Kumar Bharti,Buxar,IND,0,12th Pass,"Rs 21,52,000","Rs 6,00,000"
6882,SURENDER,Bhiwani-Mahendragarh,IND,0,12th Pass,"Rs 2,33,400",Rs 0
6883,SURENDER SINGH DABAS,New Delhi,IND,0,Graduate,"Rs 2,64,81,877","Rs 90,000"
6884,SURENDRA,Ghazipur,JPS,0,Literate,"Rs 4,50,000",Rs 0
6885,SURENDRA AMBALAL PATEL,Mumbai North,IND,0,10th Pass,Nil,Rs 0
6886,Surendra Babu. R.,Bangalore North,JD(S),2,Post Graduate,"Rs 1,07,55,02,000","Rs 3,00,000"
6887,SURENDRA BORKAR,Ratnagiri Sindhudurg,IND,0,Graduate,"Rs 13,92,000","Rs 92,000"
6888,SURENDRA KUMAR,Kairana,INC,0,10th Pass,"Rs 58,25,591","Rs 2,19,000"
6889,Surendra Kumar Agrawal,Bargarh,IND,2,8th Pass,"Rs 1,89,73,514","Rs 1,43,88,000"
6890,Surendra Kumar Chaudhary,Nawada,SBSP,0,Post Graduate,"Rs 9,00,000","Rs 3,00,000"
6891,SURENDRA KUMAR SUMAN,Ranchi,Samata Party,0,Graduate,"Rs 3,02,000","Rs 2,00,000"
6892,Surendra Lath,Sambalpur,BJP,0,Graduate,"Rs 66,66,413",Rs 0
6893,SURENDRA MOHAN AGRAWAL,Kanpur,SP,4,12th Pass,"Rs 1,64,79,277",Rs 0
6894,SURENDRA NATH AWASTHI,Kaiserganj,BSP,0,Post Graduate,"Rs 1,65,40,782","Rs 20,61,909"
6895,SURENDRA PASWAN,Gopalganj,IND,0,Post Graduate,"Rs 5,75,000","Rs 3,00,000"
6896,SURENDRA PRATAP,Chandauli,JBSP,0,10th Pass,"Rs 10,72,615",Rs 0
6897,SURENDRA SINGH,Bijnor,IJP,0,Post Graduate,"Rs 95,000",Rs 0
6898,SURENDRA SINGH,Pali,IND,0,10th Pass,"Rs 1,05,000",Rs 0
6899,SURENDRA SINGH NAGAR,Gautam Budhha Nagar,BSP,2,Graduate,"Rs 49,20,84,300",Rs 0
6900,SURENDRA SINGH THAKUR,Bhopal,INC,1,Graduate Professional,"Rs 1,03,22,880","Rs 21,50,000"
6901,SURENDRA VYAS,Tonk-Sawai Madhopur,BSP,2,Graduate Professional,"Rs 28,40,500",Rs 0
6902,SURESH ANANT GAMBHIR,Mumbai South Central,SHS,7,10th Pass,"Rs 2,35,13,921",Rs 0
6903,SURESH BABAN PEDEKAR,Yavatmal-Washim,IND,0,Literate,"Rs 1,25,000",Rs 0
6904,SURESH BABU,Hathras,BSKPB,0,Graduate,"Rs 3,38,800",Rs 0
6905,SURESH BABURAO VEER,Baramati,IND,0,10th Pass,"Rs 12,01,500","Rs 50,000"
6906,SURESH BHIVA TARAL,Yavatmal-Washim,IND,0,Post Graduate,"Rs 6,20,000","Rs 2,000"
6907,SURESH CHAND,Bijnor,RMSP,0,8th Pass,"Rs 7,15,000",Rs 0
6908,SURESH CHANDRA SARASWAT,Farrukhabad,IND,0,Not Given,"Rs 2,30,000",Rs 0
6909,SURESH GANDHI.K,Namakkal,BJP,0,Others,"Rs 6,61,000",Rs 0
6910,SURESH GANPATRAO WAGHMARE,Wardha,BJP,0,Graduate,"Rs 95,65,000","Rs 7,14,549"
6911,SURESH KR. RAI,Purvi Champaran,BJKVP,0,Graduate,"Rs 34,51,000","Rs 50,000"
6912,SURESH KUMAR,Bhiwani-Mahendragarh,IND,1,Graduate Professional,"Rs 54,08,000",Rs 0
6913,SURESH KUMAR,Bathinda,IND,0,12th Pass,"Rs 16,30,000","Rs 5,08,000"
6914,Suresh Kumar T R,Kottayam,IND,0,10th Pass,"Rs 37,000","Rs 97,000"
6915,SURESH KUMAR AZAD,Supaul,IND,0,Graduate Professional,"Rs 3,64,338","Rs 30,146"
6916,Suresh Kumar K,Kottayam,IND,0,10th Pass,"Rs 6,56,000",Rs 0
6917,SURESH KUMAR M,Chennai South,IND,0,Post Graduate,"Rs 48,14,500",Rs 0
6918,SURESH KUMAR SHETKAR,Zahirabad,INC,0,Graduate,"Rs 30,11,999",Rs 0
6919,Suresh Kurumban,Kottayam,IND,0,10th Pass,"Rs 2,59,390",Rs 0
6920,SURESH MULCHAND KANKARIA (MAMA),Shirur,RSPS,0,Not Given,"Rs 23,30,000","Rs 2,50,000"
6921,Suresh N B Kurup,Kottayam,IND,0,8th Pass,"Rs 18,000",Rs 0
6922,SURESH PODDAR,Khagaria,IND,1,12th Pass,"Rs 29,43,500",Rs 0
6923,SURESH PRABHAKAR PRABHU,Ratnagiri Sindhudurg,SHS,0,Graduate Professional,"Rs 1,46,50,806","Rs 48,74,508"
6924,SURESH PRASAD MEHTA,Supaul,LTSD,0,Graduate Professional,"Rs 49,36,000",Rs 0
6925,SURESH RAM PANDAGALE,Kalyan,IND,0,Literate,"Rs 2,35,000",Rs 0
6926,SURESH SHAMRAO GHADGE,Madha,IND,0,Literate,"Rs 8,80,000",Rs 0
6927,SURESH SWAMY TALGHATKER,Bidar,IND,0,10th Pass,"Rs 1,80,255",Rs 0
6928,SURESH.P,Pollachi,SP,0,10th Pass,"Rs 19,000",Rs 0
6929,SURESH.R,Tiruvallur,DMDK,0,8th Pass,"Rs 32,66,000","Rs 1,00,000"
6930,SURESHBHAI CHHAGANBHAI CHOTALIA,Surat,RKSP,0,Not Given,"Rs 15,85,000",Rs 0
6931,SURESHBHAI GORDHANBHAI VASAVA,Bharuch,Akhil Bharatiya Jan Sangh,0,5th Pass,"Rs 6,19,000",Rs 0
6932,SURESHKUMAR CHATURDAS PATEL,Gandhinagar,INC,0,10th Pass,"Rs 2,93,90,009","Rs 56,49,035"
6933,SURESHKUMAR P,Vellore,IND,2,12th Pass,Nil,Rs 0
6934,SURINDER KUMAR,Patiala,IND,0,5th Pass,"Rs 1,03,027","Rs 1,35,000"
6935,SURINDER PAL,Ludhiana,IND,0,Not Given,Rs 609,Rs 0
6936,SURINDER SINGH SHAHI,Khadoor Sahib,BSP,0,10th Pass,"Rs 37,85,794","Rs 6,50,000"
6937,SURINDER SINGH SODHI,Ludhiana,LJP,0,Literate,"Rs 2,10,000",Rs 0
6938,SURJIT SINGH,Jalandhar,BSP,0,Graduate,"Rs 1,87,60,423","Rs 14,67,114"
6939,SURJIT SINGH,Jammu,RKSP,0,Graduate Professional,"Rs 50,000","Rs 30,000"
6940,SURNIKE ANANDRAO VASANTRAO (FOUJI BAPU),Hatkanangle,IND,0,10th Pass,"Rs 2,06,47,428","Rs 86,00,000"
6941,SURYA BHAN SINGH,Sultanpur,BJP,0,10th Pass,"Rs 1,10,56,087","Rs 4,26,611"
6942,SURYA BHAN SINGH (YADAV GURUJI),Khajuraho,AIFB,0,Post Graduate,"Rs 47,02,000",Rs 0
6943,SURYA BHAVANI SINGH CHAWDA,Rajsamand,IND,0,Graduate,"Rs 1,95,000",Rs 0
6944,Surya Narayan Sahu,Aska,Samruddha Odisha,0,Graduate,"Rs 2,11,022",Rs 0
6945,SURYA NARAYAN YADAV,Supaul,LJP,0,Graduate,"Rs 82,28,805","Rs 3,00,000"
6946,SURYA RAY,Asansol,BJP,0,Post Graduate,"Rs 73,02,873",Rs 0
6947,SURYABHAN MAURYA,Amethi,RASD,0,12th Pass,"Rs 4,20,000",Rs 0
6948,SURYAKANT KESHAV SHINGE,Mumbai South,IND,0,Graduate,"Rs 1,79,142",Rs 0
6949,SURYAKANTA JAIWANTRAO PATIL,Hingoli,NCP,1,Graduate,"Rs 1,01,48,451","Rs 3,90,000"
6950,SURYMANI TIWARI,Bhadohi,INC,0,Graduate,"Rs 2,59,36,355","Rs 24,391"
6951,SURYODAY PASWAN,Munger,IND,0,Graduate,"Rs 5,000",Rs 0
6952,SURYYA KANTA RAY,Hooghly,BSP,0,Graduate,"Rs 13,16,590",Rs 0
6953,SUSANE ATUL GANGARAM,Latur,Ambedkarist Republican Party,0,Graduate,Nil,Rs 0
6954,Susanta Kumar Jena,Bhadrak,IND,0,12th Pass,Rs 500,Rs 0
6955,SUSHAMA,Almora,CPI(ML)(L),0,Post Graduate,"Rs 1,56,000",Rs 0
6956,Sushil Gurjar sirsi,Karnal,IND,0,10th Pass,"Rs 92,000",Rs 0
6957,SUSHIL KUMAR,Saharanpur,Rashtriya Swabhimaan Party,0,10th Pass,"Rs 1,15,000",Rs 0
6958,SUSHIL KUMAR,Faizabad,BLKD,0,12th Pass,"Rs 3,60,000","Rs 50,000"
6959,SUSHIL KUMAR MISHRA,North East Delhi,ABHM,0,Graduate Professional,Nil,Rs 0
6960,Sushil Kumar Singh,Aurangabad,JD(U),4,Post Graduate,"Rs 2,08,87,871","Rs 7,41,199"
6961,SUSHILA,Sonipat,JCP,0,12th Pass,"Rs 65,65,000",Rs 0
6962,SUSHILA,Dhaurahra,AD,0,5th Pass,"Rs 13,07,711",Rs 0
6963,SUSHILA JIGYASU,Sant Kabir Nagar,IND,0,Not Given,"Rs 89,300",Rs 0
6964,SUSHILA SAROJ,Mohanlalganj,SP,0,Post Graduate,"Rs 2,86,80,230","Rs 24,52,429"
6965,SUSHILA SINGH,Bulandshahr,RDMP,0,Graduate Professional,"Rs 9,02,000",Rs 0
6966,SUSHILKUMAR ALIS BALUBHAIYYA,Betul,RPI(A),0,Post Graduate,"Rs 1,36,00,000",Rs 0
6967,SUSHMA,Machhlishahr,RAD,0,Not Given,"Rs 63,399",Rs 0
6968,SUSHMA MEHTA,Palamau,CPI(ML)(L),2,12th Pass,"Rs 3,20,720",Rs 0
6969,SUSHMA SWARAJ,Vidisha,BJP,0,Graduate Professional,"Rs 7,35,82,637","Rs 58,250"
6970,Susil Mandi,Jhargram,IND,0,Graduate,Nil,Rs 0
6971,"SUSILA , L",Chidambaram,IND,1,10th Pass,"Rs 67,75,000","Rs 17,23,733"
6972,Susmita Bauri,Bishnupur,CPM,0,Graduate Professional,"Rs 10,78,000","Rs 1,74,660"
6973,SUTAPA CHAKRABORTY,East Delhi,SHS,0,Post Graduate,"Rs 3,70,000",Rs 0
6974,SUTHA N,Arakkonam,IND,0,Post Graduate,Nil,Rs 0
6975,SUVASH KUMAR CHOUDHARY,West Delhi,IND,0,Graduate,"Rs 1,42,91,460",Rs 0
6976,SWADESH CHAKRABORTTY,Howrah,CPM,0,Graduate,"Rs 25,74,975",Rs 0
6977,SWAMI DAYAL GAUR,Dhaurahra,RTKP,0,Others,"Rs 12,87,616",Rs 0
6978,SWAMI DR.LAXMI NARAYANACHARYA,Aonla,BDBP,0,Doctorate,"Rs 4,00,100",Rs 0
6979,SWAMI NATH,Amethi,IND,0,Not Given,"Rs 32,227",Rs 0
6980,SWAMI PRASAD MAURYA,Kushi Nagar,BSP,1,Post Graduate,"Rs 66,24,790",Rs 0
6981,SWAMI SACHIDANAND HARI SAKSHI,Farrukhabad,RTKP,3,Doctorate,"Rs 71,48,676",Rs 0
6982,SWAMI YATINDRANAND GIRI,Hardwar,BJP,0,Not Given,"Rs 9,76,229",Rs 0
6983,SWAMIDURAI K,Viluppuram,VCK,0,Graduate Professional,"Rs 2,88,47,533",Rs 0
6984,SWAPAN DAS,Uluberia,IND,0,10th Pass,"Rs 6,000",Rs 0
6985,SWAPAN KUMAR DAS,Basirhat,BJP,0,Graduate Professional,"Rs 53,15,948","Rs 8,11,713"
6986,SWAPAN MURMU,Hooghly,JDP,0,Graduate,"Rs 10,719",Rs 0
6987,SWARAN SINGH THAKUR,Gurdaspur,BSP,0,Graduate Professional,"Rs 17,10,67,360","Rs 1,00,00,000"
6988,SWARN SINGH,Sirsa,RASJP,0,10th Pass,"Rs 54,71,026",Rs 0
6989,SWARNASREE P,Sriperumbudur,PPOI,0,12th Pass,"Rs 10,73,502",Rs 0
6990,SWATANTRA KUMAR PARMANAND ANAND,Thane,IND,0,Graduate,"Rs 4,16,41,000","Rs 62,50,000"
6991,SY. BILAL SY. USMAN,Buldhana,IND,0,10th Pass,"Rs 20,98,500","Rs 12,00,000"
6992,Syed Abdul Gaffer,Hyderabad,IND,0,8th Pass,"Rs 20,000",Rs 0
6993,Syed Akbar Basha,Bangalore North,IND,0,10th Pass,"Rs 50,000",Rs 0
6994,SYED ALI AFZAL CHAND,Bardhaman-Durgapur,BJP,0,Graduate,"Rs 18,20,000",Rs 0
6995,Syed Hamza Hussainy,Nellore,IND,0,Graduate Professional,"Rs 27,50,000","Rs 2,00,079"
6996,SYED IMMAM S,Tirunelveli,SP,0,8th Pass,"Rs 70,526",Rs 0
6997,SYED IRSHAD AKHTER,Paschim Champaran,IND,0,10th Pass,"Rs 1,55,000","Rs 43,500"
6998,SYED MAHMOOD ASHRAF,Kishanganj,JD(U),3,Others,"Rs 79,17,000","Rs 29,50,000"
6999,SYED MUJTABA HUSSAIN BUKHARI,Srinagar,IND,0,Not Given,Nil,Rs 0
7000,SYED NIZAM ALI,Mysore,BSP,0,Graduate,"Rs 73,45,000","Rs 18,57,207"
7001,SYED QUBUL ULLAHUSSIANI (SAJID),Bidar,IND,0,12th Pass,"Rs 1,40,000",Rs 0
7002,Syed Rashid Ali,Raipur,IND,0,12th Pass,"Rs 5,07,200",Rs 0
7003,SYED SHAHNAWAZ HUSSAIN,Bhagalpur,BJP,0,10th Pass,"Rs 74,72,000","Rs 1,01,000"
7004,SYED YOUSUF ALI,Zahirabad,TRS,1,12th Pass,"Rs 3,29,00,000",Rs 0
7005,T B Madwaraja,Bangalore North,IND,0,12th Pass,"Rs 1,85,000",Rs 0
7006,T CHANDRA SEKHAR,Anantapur,IND,0,Not Given,"Rs 8,00,000",Rs 0
7007,T George,Thiruvananthapuram,IND,0,Graduate,"Rs 3,33,000",Rs 0
7008,T K Hamsa,Malappuram,CPM,0,Graduate Professional,"Rs 1,14,07,770",Rs 0
7009,T P Chandrasekharan,Vadakara,IND,0,Graduate,"Rs 6,20,361","Rs 74,122"
7010,T S Narayanan Master,Chalakudy,IND,0,10th Pass,"Rs 18,92,468","Rs 25,000"
7011,T Sudhakar Rao,Srikakulam,BSP,0,Post Graduate,"Rs 4,23,273",Rs 0
7012,T Venkateswar Rao,Khammam,BSP,0,Graduate,"Rs 7,62,000","Rs 65,000"
7013,T. Ratnakar,Nagarkurnool,BJP,0,Doctorate,"Rs 26,08,046",Rs 0
7014,T. Srimannarayana,Karimnagar,PPOI,0,12th Pass,"Rs 21,15,000",Rs 0
7015,T.K.Premkumar,Bangalore Central,PPOI,0,Graduate,"Rs 72,39,000","Rs 9,78,532"
7016,T.M. KAMBLE,Latur,RPI(D),0,Post Graduate,"Rs 39,50,000","Rs 7,61,946"
7017,T.M.MANCHEGOWDA,Bangalore Rural,IND,0,5th Pass,"Rs 1,10,937","Rs 50,000"
7018,T.MAHESH NAIDU,Nandyal,IND,0,Illiterate,"Rs 6,500",Rs 0
7019,T.NAGENDRA,Bellary,BSP,0,Graduate,"Rs 10,000","Rs 50,000"
7020,T.R. Chandrahasa,Bangalore North,IND,0,10th Pass,"Rs 6,55,000","Rs 1,60,000"
7021,T.SRINUVASULU,Nandyal,IND,0,Illiterate,"Rs 7,50,000","Rs 2,00,000"
7022,TABA TAKU,Arunachal West,LB,0,Graduate,"Rs 10,000",Rs 0
7023,TABASSUM BEGAM,Kairana,BSP,0,10th Pass,"Rs 1,16,67,328",Rs 0
7024,TAGADE VISHWESHWAR AWADHUTRAO,Wardha,IND,0,Graduate,"Rs 6,30,000",Rs 0
7025,Taher Kamal Khundmiri,Hyderabad,JD(S),0,Not Given,"Rs 10,000",Rs 0
7026,TAKAM SANJOY,Arunachal West,INC,0,Graduate,"Rs 2,41,37,021",Rs 0
7027,TALAKALLAMATH MAHESH GURUPADAYYA,Dharwad,NCP,0,Not Given,"Rs 28,00,000","Rs 62,000"
7028,TALARI MANOHAR,Chittoor,PRAP,0,Post Graduate,"Rs 49,43,512","Rs 26,13,277"
7029,TAMAJUL ALI,Kishanganj,BJJD,0,Others,Nil,Rs 0
7030,TAMBIDURAI.M,Karur,ADMK,2,Doctorate,"Rs 9,37,50,227",Rs 0
7031,TAMBOLI SHABBIR SAJJANBHAI,Pune,IND,0,Literate,"Rs 3,24,000","Rs 1,50,000"
7032,TAMIL SELVAN M,Chennai South,IND,0,Not Given,Nil,Rs 0
7033,TAMIL SELVAN.S,Theni,IND,0,10th Pass,Nil,Rs 0
7034,TAMILISAISOUNDARARAJAN,Chennai North,BJP,0,Not Given,Nil,Rs 0
7035,TAMILVENDAN.T,Kancheepuram,DMDK,3,5th Pass,"Rs 54,82,353",Rs 0
7036,TANDEL GOPALBHAI KALYANBHAI,Daman & Diu,NCP,2,Not Given,"Rs 7,06,97,264","Rs 1,31,69,373"
7037,Tangirala Paramjyothi,Nagarkurnool,BSP,0,Post Graduate,"Rs 66,50,000","Rs 30,00,000"
7038,TANMAY,Chennai South,IND,0,Not Given,"Rs 10,745",Rs 0
7039,TANMAY,Pali,IND,0,Graduate Professional,"Rs 10,745",Rs 0
7040,TANTARPALE GOPAL YASHWANTRAO,Maval,IND,0,12th Pass,"Rs 30,99,000",Rs 0
7041,TANTARPALE GOPAL YESHWANTRAO,Baramati,IND,0,12th Pass,"Rs 30,99,000",Rs 0
7042,TANUKU SEKHAR,Eluru,IND,0,8th Pass,"Rs 70,600",Rs 0
7043,Tapan Kumar Pathak,Bankura,RDMP,1,Not Given,"Rs 1,50,000",Rs 0
7044,TAPAN SIKDAR,Dum Dum,BJP,0,Graduate,"Rs 33,69,377",Rs 0
7045,TAPANBHAI SHANTIMAY DASGUPTA,Vadodara,IND,0,Graduate,"Rs 89,117",Rs 0
7046,Tapas Das,Bishnupur,JMM,0,10th Pass,Nil,Rs 0
7047,TAPAS MUKHERJEE,Birbhum,BJP,0,Graduate Professional,"Rs 39,04,539","Rs 2,44,635"
7048,TAPAS PAUL,Krishnanagar,AITC,5,Graduate,"Rs 96,14,227",Rs 0
7049,TAPAS SAHA,Jangipur,IND,0,Graduate,"Rs 1,37,000",Rs 0
7050,TAPAS TARAFDAR,Jaynagar,RDMP,0,10th Pass,"Rs 7,07,500","Rs 30,000"
7051,TAPIR GAO,Arunachal East,BJP,0,Post Graduate,"Rs 1,85,20,000",Rs 0
7052,Tara chand,Banswara,INC,0,Post Graduate,"Rs 65,18,752","Rs 11,22,163"
7053,TARA CHAND,Jhalawar-Baran,IND,0,8th Pass,"Rs 18,741",Rs 0
7054,TARA CHANDR,Amroha,IND,0,8th Pass,"Rs 1,09,500","Rs 70,000"
7055,TARA GUPTA,Jahanabad,RPP,1,12th Pass,"Rs 89,65,000",Rs 0
7056,TARA KR. PRADHAN,Sikkim,SHRP,3,12th Pass,"Rs 6,20,000","Rs 2,00,000"
7057,"Tarachand Sahu, Bhilai Nagar",Durg,IND,0,Post Graduate,"Rs 1,76,14,928","Rs 45,25,246"
7058,TARANGA MONDAL,Jaynagar,AUDF,0,10th Pass,"Rs 32,60,569",Rs 0
7059,TARIQ MIAN DESHMUKH,Rampur,IND,0,12th Pass,"Rs 4,17,500",Rs 0
7060,TARIT BARAN TOPDAR,Barrackpur,CPM,0,Graduate,"Rs 1,24,34,070",Rs 0
7061,TARKASE DHANANJAY MURLIDHAR,Osmanabad,ABHM,0,Graduate,"Rs 1,20,000",Rs 0
7062,TARKESHWAR PASWAN,Muzaffarpur,IND,2,Literate,"Rs 22,500",Rs 0
7063,Tarkeswar Singh,Maharajganj,INC,7,Graduate,"Rs 43,86,101","Rs 8,03,889"
7064,TARSEM JODHAN,Sangrur,CPI(ML)(L),0,12th Pass,"Rs 1,45,46,984","Rs 1,93,569"
